"idpessoa","descNome","numCNPJ"
8546,Zeca Loteiro 8546,
750439,Zeca Loteiro 750439,1353626000113
793495,Zeca Loteiro 793495,56123633000010
214930,Zeca Loteiro 214930,21601023000566
844698,Zeca Loteiro 844698,33316202000150
375683,Zeca Loteiro 375683,60366001000110
841432,Zeca Loteiro 841432,30116656000250
58600,Zeca Loteiro 58600,
843530,Zeca Loteiro 843530,6130366000110
667669,Zeca Loteiro 667669,6101316000001
3237,Zeca Loteiro 3237,22662313000111
365506,Zeca Loteiro 365506,36162336006500
638757,Zeca Loteiro 638757,1011625000006
1051689,Zeca Loteiro 1051689,66606023000110
1963018,Zeca Loteiro 1963018,12020663000103
1642891,Zeca Loteiro 1642891,
1996509,Zeca Loteiro 1996509,66363333000133
85437,Zeca Loteiro 85437,66606023051151
1940270,Zeca Loteiro 1940270,16606355000165
1726401,Zeca Loteiro 1726401,20301010000120
749031,Zeca Loteiro 749031,10101105000160
4502057,Zeca Loteiro 4502057,5165052000111
3325911,Zeca Loteiro 3325911,565233000162
884532,Zeca Loteiro 884532,3220050000120
684554,Zeca Loteiro 684554,33553661000600
1136853,Zeca Loteiro 1136853,16163022000113
793495,Zeca Loteiro 793495,56123633000010
636644,Zeca Loteiro 636644,256661015316
16470,Zeca Loteiro 16470,
631,Zeca Loteiro 631,60355101000116
4101589,Zeca Loteiro 4101589,63616223000166
1054059,Zeca Loteiro 1054059,
1521673,Zeca Loteiro 1521673,3035301000116
247776,Zeca Loteiro 247776,
775885,Zeca Loteiro 775885,22113103000130
793495,Zeca Loteiro 793495,56123633000010
2845715,Zeca Loteiro 2845715,2113115000115
1755171,Zeca Loteiro 1755171,16303303000160
2656355,Zeca Loteiro 2656355,22663005000162
1153923,Zeca Loteiro 1153923,66111652000103
1316891,Zeca Loteiro 1316891,
1688572,Zeca Loteiro 1688572,
3179945,Zeca Loteiro 3179945,1610350000160
2023956,Zeca Loteiro 2023956,10126550000130
3519150,Zeca Loteiro 3519150,31301116000113
686307,Zeca Loteiro 686307,
801498,Zeca Loteiro 801498,261130001112
3555881,Zeca Loteiro 3555881,22030153000100
1369636,Zeca Loteiro 1369636,6513233000165
801498,Zeca Loteiro 801498,261130001112
778584,Zeca Loteiro 778584,33310366000103
3467397,Zeca Loteiro 3467397,20031116000165
3222706,Zeca Loteiro 3222706,13663351000130
112845,Zeca Loteiro 112845,22565661000126
633071,Zeca Loteiro 633071,1620666000000
1059895,Zeca Loteiro 1059895,
1339377,Zeca Loteiro 1339377,
2297461,Zeca Loteiro 2297461,16102053000130
4104082,Zeca Loteiro 4104082,21033103000136
4072932,Zeca Loteiro 4072932,22502651000113
1424,Zeca Loteiro 1424,
2832797,Zeca Loteiro 2832797,2160130000150
623259,Zeca Loteiro 623259,1200161000020
843860,Zeca Loteiro 843860,5663650000165
3797412,Zeca Loteiro 3797412,16603236033
242479,Zeca Loteiro 242479,6301161000113
638570,Zeca Loteiro 638570,6610261000060
793495,Zeca Loteiro 793495,56123633000010
666589,Zeca Loteiro 666589,
1240445,Zeca Loteiro 1240445,3220050000120
793495,Zeca Loteiro 793495,56123633000010
564396,Zeca Loteiro 564396,22166010000101
749031,Zeca Loteiro 749031,10101105000160
90811,Zeca Loteiro 90811,
3440718,Zeca Loteiro 3440718,66361065000150
1717721,Zeca Loteiro 1717721,11305100000103
1775715,Zeca Loteiro 1775715,
3293320,Zeca Loteiro 3293320,11336002000165
28619,Zeca Loteiro 28619,
8716,Zeca Loteiro 8716,631112000005
4074501,Zeca Loteiro 4074501,11315661000166
1071369,Zeca Loteiro 1071369,3166363000201
700746,Zeca Loteiro 700746,66660110000151
1718605,Zeca Loteiro 1718605,6061305000161
925083,Zeca Loteiro 925083,22111032000666
793495,Zeca Loteiro 793495,56123633000010
1376608,Zeca Loteiro 1376608,6000660000120
751869,Zeca Loteiro 751869,6006103000133
749077,Zeca Loteiro 749077,16163305000156
2138219,Zeca Loteiro 2138219,1011625000006
636644,Zeca Loteiro 636644,256661015316
1742097,Zeca Loteiro 1742097,6156110000103
2544766,Zeca Loteiro 2544766,11606526000130
638570,Zeca Loteiro 638570,6610261000060
1740330,Zeca Loteiro 1740330,3626216000115
2137589,Zeca Loteiro 2137589,22112630000120
3132632,Zeca Loteiro 3132632,135266000155
597974,Zeca Loteiro 597974,2062606000162
227226,Zeca Loteiro 227226,21115205000131
1685326,Zeca Loteiro 1685326,256661000110
700533,Zeca Loteiro 700533,2026016000156
4075620,Zeca Loteiro 4075620,23003601000101
8495,Zeca Loteiro 8495,66361065000150
3170868,Zeca Loteiro 3170868,20220526000100
8546,Zeca Loteiro 8546,
638905,Zeca Loteiro 638905,1050362000001
2053437,Zeca Loteiro 2053437,
1196994,Zeca Loteiro 1196994,
1734431,Zeca Loteiro 1734431,3113351000136
1182255,Zeca Loteiro 1182255,
1237768,Zeca Loteiro 1237768,5311016000113
4080943,Zeca Loteiro 4080943,16136331000115
779919,Zeca Loteiro 779919,5060651000131
796756,Zeca Loteiro 796756,612010000166
864835,Zeca Loteiro 864835,26160330000106
864550,Zeca Loteiro 864550,5035312000663
242149,Zeca Loteiro 242149,
1795003,Zeca Loteiro 1795003,
1610589,Zeca Loteiro 1610589,5160610000105
1447969,Zeca Loteiro 1447969,31365305000131
667590,Zeca Loteiro 667590,33300510000160
627361,Zeca Loteiro 627361,16125121000111
2790074,Zeca Loteiro 2790074,12515613000131
1327933,Zeca Loteiro 1327933,
85437,Zeca Loteiro 85437,66606023051151
1734384,Zeca Loteiro 1734384,511161000121
1500926,Zeca Loteiro 1500926,
2819246,Zeca Loteiro 2819246,563566000133
4083435,Zeca Loteiro 4083435,6663203000100
48526,Zeca Loteiro 48526,22031201000101
4096181,Zeca Loteiro 4096181,36306003060
1354590,Zeca Loteiro 1354590,22360661000162
2831755,Zeca Loteiro 2831755,2160130000150
1528631,Zeca Loteiro 1528631,2160130000150
592,Zeca Loteiro 592,22565661000126
3283258,Zeca Loteiro 3283258,10620105000160
767408,Zeca Loteiro 767408,56111036000003
882828,Zeca Loteiro 882828,5165161000126
828165,Zeca Loteiro 828165,5221652000153
935024,Zeca Loteiro 935024,6123160000132
750325,Zeca Loteiro 750325,56125306000020
112583,Zeca Loteiro 112583,
613239,Zeca Loteiro 613239,16635112000113
137,Zeca Loteiro 137,22113103000130
1172745,Zeca Loteiro 1172745,30563606
336960,Zeca Loteiro 336960,
1237421,Zeca Loteiro 1237421,33053360000103
1743789,Zeca Loteiro 1743789,6061030000153
236280,Zeca Loteiro 236280,
876570,Zeca Loteiro 876570,6065613000162
781874,Zeca Loteiro 781874,1651000113
30571,Zeca Loteiro 30571,
455441,Zeca Loteiro 455441,22311203000130
1945995,Zeca Loteiro 1945995,265233000110
749031,Zeca Loteiro 749031,10101105000160
1801248,Zeca Loteiro 1801248,
1825851,Zeca Loteiro 1825851,501602000000
4522805,Zeca Loteiro 4522805,22610231000111
1241562,Zeca Loteiro 1241562,636600000110
625760,Zeca Loteiro 625760,
1294878,Zeca Loteiro 1294878,66606023000110
448122,Zeca Loteiro 448122,21105605000152
4098692,Zeca Loteiro 4098692,1612061
1664426,Zeca Loteiro 1664426,
1233909,Zeca Loteiro 1233909,606106030
1240178,Zeca Loteiro 1240178,3220050000120
3264600,Zeca Loteiro 3264600,66606023061602
360616,Zeca Loteiro 360616,
2702942,Zeca Loteiro 2702942,5003163000111
2003872,Zeca Loteiro 2003872,6262310000100
237399,Zeca Loteiro 237399,
26195,Zeca Loteiro 26195,
1806943,Zeca Loteiro 1806943,
1799190,Zeca Loteiro 1799190,
2480857,Zeca Loteiro 2480857,636315000131
2927632,Zeca Loteiro 2927632,125113000106
696297,Zeca Loteiro 696297,1630210000003
85437,Zeca Loteiro 85437,66606023051151
1350053,Zeca Loteiro 1350053,22601263000165
1353294,Zeca Loteiro 1353294,6535131000120
1163326,Zeca Loteiro 1163326,26163613000133
638570,Zeca Loteiro 638570,6610261000060
638905,Zeca Loteiro 638905,1050362000001
85437,Zeca Loteiro 85437,66606023051151
2022262,Zeca Loteiro 2022262,6110303000130
598234,Zeca Loteiro 598234,2622255000106
2656193,Zeca Loteiro 2656193,11603153000102
793495,Zeca Loteiro 793495,56123633000010
41579,Zeca Loteiro 41579,22103006000131
1528631,Zeca Loteiro 1528631,2160130000150
726297,Zeca Loteiro 726297,10203311000113
3237582,Zeca Loteiro 3237582,1356063000110
636644,Zeca Loteiro 636644,256661015316
476559,Zeca Loteiro 476559,
828362,Zeca Loteiro 828362,6015350000161
195,Zeca Loteiro 195,
2039003,Zeca Loteiro 2039003,11506001000100
2282717,Zeca Loteiro 2282717,22216062000122
2416591,Zeca Loteiro 2416591,3310531000113
1655225,Zeca Loteiro 1655225,
1730579,Zeca Loteiro 1730579,11036652000136
2412588,Zeca Loteiro 2412588,22135036000162
874282,Zeca Loteiro 874282,22000360000122
639870,Zeca Loteiro 639870,1300116000030
394972,Zeca Loteiro 394972,22201512000101
845616,Zeca Loteiro 845616,1566161000121
2145122,Zeca Loteiro 2145122,230205000101
71003,Zeca Loteiro 71003,22563513002531
776067,Zeca Loteiro 776067,63301531000113
2104,Zeca Loteiro 2104,
2893077,Zeca Loteiro 2893077,31116000160
24942,Zeca Loteiro 24942,22565260000111
1491822,Zeca Loteiro 1491822,
2106171,Zeca Loteiro 2106171,
209161,Zeca Loteiro 209161,22021351000101
632763,Zeca Loteiro 632763,1100325000001
2793447,Zeca Loteiro 2793447,12515613000131
749031,Zeca Loteiro 749031,10101105000160
637886,Zeca Loteiro 637886,56063666000050
2692951,Zeca Loteiro 2692951,63661553000162
15098,Zeca Loteiro 15098,
4047,Zeca Loteiro 4047,
1787855,Zeca Loteiro 1787855,
1352557,Zeca Loteiro 1352557,
3435388,Zeca Loteiro 3435388,22021351000101
4517,Zeca Loteiro 4517,
455054,Zeca Loteiro 455054,22662313000111
776181,Zeca Loteiro 776181,30303000133
1612054,Zeca Loteiro 1612054,10616313000163
629252,Zeca Loteiro 629252,510306000016
2078070,Zeca Loteiro 2078070,
1054083,Zeca Loteiro 1054083,11653515000115
2810996,Zeca Loteiro 2810996,11653515000115
5202,Zeca Loteiro 5202,22216215000162
556869,Zeca Loteiro 556869,22316505000166
803238,Zeca Loteiro 803238,26263105000130
1350498,Zeca Loteiro 1350498,13130062000101
3309983,Zeca Loteiro 3309983,30001561000103
17352,Zeca Loteiro 17352,16136331000115
715,Zeca Loteiro 715,1030111000005
609244,Zeca Loteiro 609244,30352631006132
793495,Zeca Loteiro 793495,56123633000010
72027,Zeca Loteiro 72027,6600236000000
3138064,Zeca Loteiro 3138064,6532631000136
28,Zeca Loteiro 28,22360661000162
2433984,Zeca Loteiro 2433984,12130500000101
1283763,Zeca Loteiro 1283763,
1711138,Zeca Loteiro 1711138,5012652000112
1517032,Zeca Loteiro 1517032,
862792,Zeca Loteiro 862792,20066033000106
1159926,Zeca Loteiro 1159926,136363000155
2799195,Zeca Loteiro 2799195,1310165000120
3796037,Zeca Loteiro 3796037,10313632016
66,Zeca Loteiro 66,61011000010
826901,Zeca Loteiro 826901,26216611000126
3148716,Zeca Loteiro 3148716,2611103000130
632453,Zeca Loteiro 632453,1160360000006
1726539,Zeca Loteiro 1726539,10150323000155
1240981,Zeca Loteiro 1240981,232121000111
779112,Zeca Loteiro 779112,26511165000162
99775,Zeca Loteiro 99775,
3295982,Zeca Loteiro 3295982,6663065000130
1732086,Zeca Loteiro 1732086,12052311000136
85437,Zeca Loteiro 85437,66606023051151
1528631,Zeca Loteiro 1528631,2160130000150
3806876,Zeca Loteiro 3806876,3300066000111
85437,Zeca Loteiro 85437,66606023051151
85437,Zeca Loteiro 85437,66606023051151
2342759,Zeca Loteiro 2342759,160262000316
94644,Zeca Loteiro 94644,22010661000100
1203737,Zeca Loteiro 1203737,66631016000120
4071719,Zeca Loteiro 4071719,16102053000130
1610566,Zeca Loteiro 1610566,5136316000106
638905,Zeca Loteiro 638905,1050362000001
41164,Zeca Loteiro 41164,
912658,Zeca Loteiro 912658,2060311000160
837547,Zeca Loteiro 837547,22106635000133
247776,Zeca Loteiro 247776,
639658,Zeca Loteiro 639658,1030111000005
4089850,Zeca Loteiro 4089850,1556155033
2554580,Zeca Loteiro 2554580,66106620000130
1805236,Zeca Loteiro 1805236,
1826516,Zeca Loteiro 1826516,
1146556,Zeca Loteiro 1146556,3561211000123
2782164,Zeca Loteiro 2782164,2160130000150
77205,Zeca Loteiro 77205,
287910,Zeca Loteiro 287910,
112845,Zeca Loteiro 112845,22565661000126
1060872,Zeca Loteiro 1060872,22601001000111
3120074,Zeca Loteiro 3120074,5125060000106
2808542,Zeca Loteiro 2808542,2160130000150
42174,Zeca Loteiro 42174,
841936,Zeca Loteiro 841936,6010063000061
749077,Zeca Loteiro 749077,16163305000156
1983387,Zeca Loteiro 1983387,15333315000131
287771,Zeca Loteiro 287771,1226356000120
791265,Zeca Loteiro 791265,22203033000133
1855059,Zeca Loteiro 1855059,
8110,Zeca Loteiro 8110,
113271,Zeca Loteiro 113271,22662313000111
164,Zeca Loteiro 164,22360661000162
1742097,Zeca Loteiro 1742097,6156110000103
674996,Zeca Loteiro 674996,20500026000116
594766,Zeca Loteiro 594766,1525130000103
1236548,Zeca Loteiro 1236548,1321653000151
2264976,Zeca Loteiro 2264976,10131152000100
638570,Zeca Loteiro 638570,6610261000060
85437,Zeca Loteiro 85437,66606023051151
107362,Zeca Loteiro 107362,
1149121,Zeca Loteiro 1149121,21161263000136
1329247,Zeca Loteiro 1329247,
939746,Zeca Loteiro 939746,651626000102
3293780,Zeca Loteiro 3293780,6155003000100
1834502,Zeca Loteiro 1834502,16530311000103
636644,Zeca Loteiro 636644,256661015316
935188,Zeca Loteiro 935188,1313011000121
691581,Zeca Loteiro 691581,660606000060
729,Zeca Loteiro 729,15252106
3228120,Zeca Loteiro 3228120,12311360000166
2284715,Zeca Loteiro 2284715,22216062000122
801498,Zeca Loteiro 801498,261130001112
620395,Zeca Loteiro 620395,200056000035
324162,Zeca Loteiro 324162,
1063149,Zeca Loteiro 1063149,
1150188,Zeca Loteiro 1150188,22511200000116
1529696,Zeca Loteiro 1529696,6136631000160
3810690,Zeca Loteiro 3810690,163632660
91423,Zeca Loteiro 91423,
2793705,Zeca Loteiro 2793705,12515613000131
1522687,Zeca Loteiro 1522687,12612160000136
1684618,Zeca Loteiro 1684618,
2277725,Zeca Loteiro 2277725,6130611000106
749031,Zeca Loteiro 749031,10101105000160
1219448,Zeca Loteiro 1219448,
802579,Zeca Loteiro 802579,6315130000125
665,Zeca Loteiro 665,360520000051
1616651,Zeca Loteiro 1616651,11103031000160
1736864,Zeca Loteiro 1736864,510000126
4085833,Zeca Loteiro 4085833,10152620000131
37723,Zeca Loteiro 37723,
3321469,Zeca Loteiro 3321469,10233113000152
3053195,Zeca Loteiro 3053195,6031010000120
3192881,Zeca Loteiro 3192881,33530350000150
48724,Zeca Loteiro 48724,
364806,Zeca Loteiro 364806,22121261000123
632454,Zeca Loteiro 632454,1160052000016
3966,Zeca Loteiro 3966,21551000000161
618003,Zeca Loteiro 618003,16303000100
2097977,Zeca Loteiro 2097977,
243695,Zeca Loteiro 243695,
3540479,Zeca Loteiro 3540479,230205000101
793495,Zeca Loteiro 793495,56123633000010
2408096,Zeca Loteiro 2408096,3066311000100
620395,Zeca Loteiro 620395,200056000035
3148526,Zeca Loteiro 3148526,2611103000130
638652,Zeca Loteiro 638652,511310000010
885251,Zeca Loteiro 885251,3625013000103
749077,Zeca Loteiro 749077,16163305000156
48724,Zeca Loteiro 48724,
455054,Zeca Loteiro 455054,22662313000111
1733408,Zeca Loteiro 1733408,6635116000161
1153897,Zeca Loteiro 1153897,21063213000661
383731,Zeca Loteiro 383731,
1740466,Zeca Loteiro 1740466,3626165000110
112845,Zeca Loteiro 112845,22565661000126
408648,Zeca Loteiro 408648,16221020000101
793495,Zeca Loteiro 793495,56123633000010
1051556,Zeca Loteiro 1051556,
2134266,Zeca Loteiro 2134266,
562844,Zeca Loteiro 562844,22060531000101
1147596,Zeca Loteiro 1147596,22662313000111
3221674,Zeca Loteiro 3221674,2632015000111
2491427,Zeca Loteiro 2491427,10210013000106
112845,Zeca Loteiro 112845,22565661000126
1662834,Zeca Loteiro 1662834,
63631,Zeca Loteiro 63631,63003112000106
37366,Zeca Loteiro 37366,105513133
28,Zeca Loteiro 28,22360661000162
845602,Zeca Loteiro 845602,3103163000125
472900,Zeca Loteiro 472900,
1211835,Zeca Loteiro 1211835,
726383,Zeca Loteiro 726383,21651503000106
1306877,Zeca Loteiro 1306877,10660303000100
1217,Zeca Loteiro 1217,
667590,Zeca Loteiro 667590,33300510000160
5713,Zeca Loteiro 5713,22612656000603
17471,Zeca Loteiro 17471,30111120000113
556869,Zeca Loteiro 556869,22316505000166
2965036,Zeca Loteiro 2965036,22662313000111
1614539,Zeca Loteiro 1614539,11136323000115
2693290,Zeca Loteiro 2693290,2226620000156
2266351,Zeca Loteiro 2266351,13116051000162
901941,Zeca Loteiro 901941,66606023000110
686,Zeca Loteiro 686,61213102
1528631,Zeca Loteiro 1528631,2160130000150
1153506,Zeca Loteiro 1153506,22055101000112
698974,Zeca Loteiro 698974,20502016000163
49174,Zeca Loteiro 49174,100066165
1746545,Zeca Loteiro 1746545,11135530000105
2292055,Zeca Loteiro 2292055,12320113000151
3114736,Zeca Loteiro 3114736,11363333000103
411247,Zeca Loteiro 411247,16620503006211
912219,Zeca Loteiro 912219,22312106000126
1378308,Zeca Loteiro 1378308,3111360000123
1952313,Zeca Loteiro 1952313,22162152000213
3317669,Zeca Loteiro 3317669,1113336000103
675175,Zeca Loteiro 675175,1355133000160
1205025,Zeca Loteiro 1205025,1050362000001
2543687,Zeca Loteiro 2543687,30533626000133
3496453,Zeca Loteiro 3496453,30100506000101
1059576,Zeca Loteiro 1059576,
3454419,Zeca Loteiro 3454419,22110215000115
3380094,Zeca Loteiro 3380094,22502651000113
738205,Zeca Loteiro 738205,6031056000150
1748535,Zeca Loteiro 1748535,5300662000166
3360573,Zeca Loteiro 3360573,6603062000100
2304535,Zeca Loteiro 2304535,10002312000161
71657,Zeca Loteiro 71657,
1815664,Zeca Loteiro 1815664,
3259776,Zeca Loteiro 3259776,16335616000111
259986,Zeca Loteiro 259986,
698539,Zeca Loteiro 698539,6030501000000
680669,Zeca Loteiro 680669,22033103056360
476558,Zeca Loteiro 476558,
125607,Zeca Loteiro 125607,
2679546,Zeca Loteiro 2679546,22216062000122
175468,Zeca Loteiro 175468,
2271920,Zeca Loteiro 2271920,22131630000106
802912,Zeca Loteiro 802912,21360360000106
112845,Zeca Loteiro 112845,22565661000126
2271289,Zeca Loteiro 2271289,31061256000030
658,Zeca Loteiro 658,22330103000166
22306,Zeca Loteiro 22306,
492405,Zeca Loteiro 492405,21066301000100
1752355,Zeca Loteiro 1752355,
638612,Zeca Loteiro 638612,210635000000
2779880,Zeca Loteiro 2779880,16566236000160
529052,Zeca Loteiro 529052,256661003535
1299626,Zeca Loteiro 1299626,
1745834,Zeca Loteiro 1745834,16356210000112
924869,Zeca Loteiro 924869,66010361000161
85437,Zeca Loteiro 85437,66606023051151
793495,Zeca Loteiro 793495,56123633000010
408646,Zeca Loteiro 408646,
934387,Zeca Loteiro 934387,63313602000100
85437,Zeca Loteiro 85437,66606023051151
225400,Zeca Loteiro 225400,16560252000136
1678254,Zeca Loteiro 1678254,16130360000131
3127697,Zeca Loteiro 3127697,10006166000121
2690741,Zeca Loteiro 2690741,66606023000110
206,Zeca Loteiro 206,
85437,Zeca Loteiro 85437,66606023051151
1649222,Zeca Loteiro 1649222,
3246277,Zeca Loteiro 3246277,22502651000113
3793799,Zeca Loteiro 3793799,66606023000110
2270692,Zeca Loteiro 2270692,21536500000121
112845,Zeca Loteiro 112845,22565661000126
1240098,Zeca Loteiro 1240098,3220050000120
3237750,Zeca Loteiro 3237750,66631016000120
137,Zeca Loteiro 137,22113103000130
829074,Zeca Loteiro 829074,66606023000110
37508,Zeca Loteiro 37508,
1207706,Zeca Loteiro 1207706,
3381514,Zeca Loteiro 3381514,21033103000136
774658,Zeca Loteiro 774658,33300510000160
112845,Zeca Loteiro 112845,22565661000126
223215,Zeca Loteiro 223215,
4096326,Zeca Loteiro 4096326,3220050000120
362,Zeca Loteiro 362,
133,Zeca Loteiro 133,261511062015
752581,Zeca Loteiro 752581,22300015000133
1657553,Zeca Loteiro 1657553,5500602000101
455054,Zeca Loteiro 455054,22662313000111
4091468,Zeca Loteiro 4091468,22502651000113
636152,Zeca Loteiro 636152,66606023000110
620395,Zeca Loteiro 620395,200056000035
626396,Zeca Loteiro 626396,66606023000110
597394,Zeca Loteiro 597394,22036361000610
723356,Zeca Loteiro 723356,2010210000113
15317,Zeca Loteiro 15317,
792416,Zeca Loteiro 792416,22121313000150
1626693,Zeca Loteiro 1626693,3560156016
406557,Zeca Loteiro 406557,
748806,Zeca Loteiro 748806,10122211000106
911586,Zeca Loteiro 911586,63101106000130
1974740,Zeca Loteiro 1974740,10251361000102
1716719,Zeca Loteiro 1716719,1036531000156
749208,Zeca Loteiro 749208,10605136000166
272,Zeca Loteiro 272,
2588362,Zeca Loteiro 2588362,22136553000151
1309963,Zeca Loteiro 1309963,50625123000110
1855655,Zeca Loteiro 1855655,103231563
7698,Zeca Loteiro 7698,
2809196,Zeca Loteiro 2809196,2160130000150
3203822,Zeca Loteiro 3203822,21361663000100
1795258,Zeca Loteiro 1795258,
2485435,Zeca Loteiro 2485435,16126666000132
1325682,Zeca Loteiro 1325682,22361355000166
1756270,Zeca Loteiro 1756270,21063213000661
2270482,Zeca Loteiro 2270482,1011325000130
3341277,Zeca Loteiro 3341277,16613263000101
1242657,Zeca Loteiro 1242657,1160000153
749031,Zeca Loteiro 749031,10101105000160
111384,Zeca Loteiro 111384,1060611000061
4507803,Zeca Loteiro 4507803,1515363000100
112845,Zeca Loteiro 112845,22565661000126
639899,Zeca Loteiro 639899,1311505000060
699636,Zeca Loteiro 699636,161132000133
575067,Zeca Loteiro 575067,22130602000136
25060,Zeca Loteiro 25060,1030352000005
3177266,Zeca Loteiro 3177266,2656313000136
828504,Zeca Loteiro 828504,3262000102
3182592,Zeca Loteiro 3182592,15632316121
793495,Zeca Loteiro 793495,56123633000010
2798223,Zeca Loteiro 2798223,15301331000103
2781182,Zeca Loteiro 2781182,2160130000150
1688056,Zeca Loteiro 1688056,33050503030000
168569,Zeca Loteiro 168569,
85437,Zeca Loteiro 85437,66606023051151
1125836,Zeca Loteiro 1125836,611216000602
749258,Zeca Loteiro 749258,21602110000110
2030353,Zeca Loteiro 2030353,
802912,Zeca Loteiro 802912,21360360000106
841069,Zeca Loteiro 841069,322302000103
661686,Zeca Loteiro 661686,1661166000000
793994,Zeca Loteiro 793994,
749031,Zeca Loteiro 749031,10101105000160
2266360,Zeca Loteiro 2266360,10210063000113
1613478,Zeca Loteiro 1613478,2110011000110
816467,Zeca Loteiro 816467,16506020000126
2024765,Zeca Loteiro 2024765,22502651000113
1630695,Zeca Loteiro 1630695,
161673,Zeca Loteiro 161673,
1993210,Zeca Loteiro 1993210,3013021000166
597,Zeca Loteiro 597,
935295,Zeca Loteiro 935295,6550606000103
3180716,Zeca Loteiro 3180716,6000660000120
1526382,Zeca Loteiro 1526382,11061606000153
1370991,Zeca Loteiro 1370991,3033360000156
85437,Zeca Loteiro 85437,66606023051151
3378470,Zeca Loteiro 3378470,22502651000113
787118,Zeca Loteiro 787118,10101105000160
2948706,Zeca Loteiro 2948706,13000030000106
636644,Zeca Loteiro 636644,256661015316
1935705,Zeca Loteiro 1935705,636600000110
1241396,Zeca Loteiro 1241396,26636550000120
884558,Zeca Loteiro 884558,1103560000125
2430428,Zeca Loteiro 2430428,66052633000116
800635,Zeca Loteiro 800635,22166010000101
2318887,Zeca Loteiro 2318887,22526101000122
1710513,Zeca Loteiro 1710513,6060165000166
921766,Zeca Loteiro 921766,10101105000160
85437,Zeca Loteiro 85437,66606023051151
597338,Zeca Loteiro 597338,26603333000163
4046,Zeca Loteiro 4046,56123633000010
362,Zeca Loteiro 362,
535991,Zeca Loteiro 535991,22201631000005
19947,Zeca Loteiro 19947,
1760838,Zeca Loteiro 1760838,1011625000006
269356,Zeca Loteiro 269356,22025523000100
1349885,Zeca Loteiro 1349885,6136153000112
202976,Zeca Loteiro 202976,
1943026,Zeca Loteiro 1943026,10602561000120
1459237,Zeca Loteiro 1459237,66606023051151
48724,Zeca Loteiro 48724,
1206336,Zeca Loteiro 1206336,20331111000100
2787704,Zeca Loteiro 2787704,635626000162
401721,Zeca Loteiro 401721,
136669,Zeca Loteiro 136669,30013613000116
1522687,Zeca Loteiro 1522687,12612160000136
3809746,Zeca Loteiro 3809746,63661553000162
1244550,Zeca Loteiro 1244550,
85437,Zeca Loteiro 85437,66606023051151
195,Zeca Loteiro 195,
638905,Zeca Loteiro 638905,1050362000001
1830503,Zeca Loteiro 1830503,360016000163
2318951,Zeca Loteiro 2318951,2602031000151
2903511,Zeca Loteiro 2903511,3510003000131
725515,Zeca Loteiro 725515,1636033000100
1137,Zeca Loteiro 1137,315130000152
1339834,Zeca Loteiro 1339834,
3407208,Zeca Loteiro 3407208,16163321000133
48711,Zeca Loteiro 48711,21000123000160
1991045,Zeca Loteiro 1991045,10635260000160
183423,Zeca Loteiro 183423,
466030,Zeca Loteiro 466030,
405235,Zeca Loteiro 405235,22121113000160
4087543,Zeca Loteiro 4087543,1515363000100
48711,Zeca Loteiro 48711,21000123000160
3139055,Zeca Loteiro 3139055,2066121000130
1494894,Zeca Loteiro 1494894,66653652000151
803308,Zeca Loteiro 803308,3633311000105
1934439,Zeca Loteiro 1934439,6512121000110
3242260,Zeca Loteiro 3242260,22662313000111
1176613,Zeca Loteiro 1176613,
3183807,Zeca Loteiro 3183807,16263353000101
638570,Zeca Loteiro 638570,6610261000060
85437,Zeca Loteiro 85437,66606023051151
3336911,Zeca Loteiro 3336911,1553111000153
815738,Zeca Loteiro 815738,22501013000151
4510170,Zeca Loteiro 4510170,11220052000135
793495,Zeca Loteiro 793495,56123633000010
212904,Zeca Loteiro 212904,1330263000001
1146983,Zeca Loteiro 1146983,22360661000162
2110956,Zeca Loteiro 2110956,
85437,Zeca Loteiro 85437,66606023051151
48724,Zeca Loteiro 48724,
1242343,Zeca Loteiro 1242343,3326605000100
697517,Zeca Loteiro 697517,6130251000001
3343939,Zeca Loteiro 3343939,22203033000133
164101,Zeca Loteiro 164101,
749031,Zeca Loteiro 749031,10101105000160
3252718,Zeca Loteiro 3252718,66363312000131
529052,Zeca Loteiro 529052,256661003535
597597,Zeca Loteiro 597597,10263330000121
3187642,Zeca Loteiro 3187642,33300510000160
198619,Zeca Loteiro 198619,
8228,Zeca Loteiro 8228,
3805463,Zeca Loteiro 3805463,16250132000163
1514093,Zeca Loteiro 1514093,22030153000100
1240653,Zeca Loteiro 1240653,1103560000125
1746430,Zeca Loteiro 1746430,12026602000120
1809719,Zeca Loteiro 1809719,
85437,Zeca Loteiro 85437,66606023051151
3544805,Zeca Loteiro 3544805,22601365000121
126677,Zeca Loteiro 126677,
1327014,Zeca Loteiro 1327014,30366011000115
2689828,Zeca Loteiro 2689828,66606023000110
638905,Zeca Loteiro 638905,1050362000001
3133678,Zeca Loteiro 3133678,13015315000130
1243737,Zeca Loteiro 1243737,3033505000161
1615061,Zeca Loteiro 1615061,36265513001113
1147021,Zeca Loteiro 1147021,261130001112
169290,Zeca Loteiro 169290,
1195555,Zeca Loteiro 1195555,66230066000136
864189,Zeca Loteiro 864189,136363006100
4097434,Zeca Loteiro 4097434,16615633000111
632763,Zeca Loteiro 632763,1100325000001
1052739,Zeca Loteiro 1052739,
1060508,Zeca Loteiro 1060508,60036521000156
432744,Zeca Loteiro 432744,
